Code,Name,Market
005930,삼성전자,KOSPI
000660,SK하이닉스,KOSPI
402340,SK스퀘어,KOSPI
005935,삼성전자우,KOSPI
005380,현대차,KOSPI
009150,삼성전기,KOSPI
373220,LG에너지솔루션,KOSPI
329180,HD현대중공업,KOSPI
034020,두산에너빌리티,KOSPI
032830,삼성생명,KOSPI
028260,삼성물산,KOSPI
207940,삼성바이오로직스,KOSPI
000270,기아,KOSPI
012450,한화에어로스페이스,KOSPI
012330,현대모비스,KOSPI
105560,KB금융,KOSPI
006400,삼성SDI,KOSPI
034730,SK,KOSPI
055550,신한지주,KOSPI
068270,셀트리온,KOSPI
010120,LS ELECTRIC,KOSPI
267260,HD현대일렉트릭,KOSPI
042660,한화오션,KOSPI
066570,LG전자,KOSPI
006800,미래에셋증권,KOSPI
298040,효성중공업,KOSPI
005490,POSCO홀딩스,KOSPI
086790,하나금융지주,KOSPI
009540,HD한국조선해양,KOSPI
035420,NAVER,KOSPI
042700,한미반도체,KOSPI
010130,고려아연,KOSPI
000150,두산,KOSPI
010140,삼성중공업,KOSPI
015760,한국전력,KOSPI
000810,삼성화재,KOSPI
051910,LG화학,KOSPI
011070,LG이노텍,KOSPI
064350,현대로템,KOSPI
267250,HD현대,KOSPI
316140,우리금융지주,KOSPI
272210,한화시스템,KOSPI
247540,에코프로비엠,KOSDAQ GLOBAL
017670,SK텔레콤,KOSPI
003670,포스코퓨처엠,KOSPI
096770,SK이노베이션,KOSPI
086520,에코프로,KOSDAQ GLOBAL
079550,LIG디펜스앤에어로스페이스,KOSPI
196170,알테오젠,KOSDAQ GLOBAL
011200,HMM,KOSPI
003550,LG,KOSPI
033780,KT&G,KOSPI
035720,카카오,KOSPI
138040,메리츠금융지주,KOSPI
006260,LS,KOSPI
086280,현대글로비스,KOSPI
307950,현대오토에버,KOSPI
000720,현대건설,KOSPI
024110,기업은행,KOSPI
047810,한국항공우주,KOSPI
277810,레인보우로보틱스,KOSDAQ
018260,삼성에스디에스,KOSPI
278470,에이피알,KOSPI
071050,한국금융지주,KOSPI
030200,KT,KOSPI
0126Z0,삼성에피스홀딩스,KOSPI
047040,대우건설,KOSPI
010950,S-Oil,KOSPI
047050,포스코인터내셔널,KOSPI
259960,크래프톤,KOSPI
443060,HD현대마린솔루션,KOSPI
005940,NH투자증권,KOSPI
016360,삼성증권,KOSPI
036930,주성엔지니어링,KOSDAQ GLOBAL
028050,삼성E&A,KOSPI
323410,카카오뱅크,KOSPI
039490,키움증권,KOSPI
001440,대한전선,KOSPI
000880,한화,KOSPI
007660,이수페타시스,KOSPI
003490,대한항공,KOSPI
352820,하이브,KOSPI
005830,DB손해보험,KOSPI
003230,삼양식품,KOSPI
005387,현대차2우B,KOSPI
950160,코오롱티슈진,KOSDAQ
000990,DB하이텍,KOSPI
000250,삼천당제약,KOSDAQ
058470,리노공업,KOSDAQ GLOBAL
062040,산일전기,KOSPI
034220,LG디스플레이,KOSPI
353200,대덕전자,KOSPI
064400,LG씨엔에스,KOSPI
267270,HD건설기계,KOSPI
161390,한국타이어앤테크놀로지,KOSPI
180640,한진칼,KOSPI
326030,SK바이오팜,KOSPI
009830,한화솔루션,KOSPI
028300,HLB,KOSDAQ
078930,GS,KOSPI
454910,두산로보틱스,KOSPI
090430,아모레퍼시픽,KOSPI
000100,유한양행,KOSPI
021240,코웨이,KOSPI
039030,이오테크닉스,KOSDAQ GLOBAL
298380,에이비엘바이오,KOSDAQ
241560,두산밥캣,KOSPI
082740,한화엔진,KOSPI
000500,가온전선,KOSPI
377300,카카오페이,KOSPI
032640,LG유플러스,KOSPI
336260,두산퓨얼셀,KOSPI
010060,OCI홀딩스,KOSPI
005385,현대차우,KOSPI
066970,엘앤에프,KOSPI
087010,펩트론,KOSDAQ
240810,원익IPS,KOSDAQ GLOBAL
036570,NC,KOSPI
141080,리가켐바이오,KOSDAQ GLOBAL
440110,파두,KOSDAQ
128940,한미약품,KOSPI
011790,SKC,KOSPI
004020,현대제철,KOSPI
052690,한전기술,KOSPI
029780,삼성카드,KOSPI
138930,BNK금융지주,KOSPI
271560,오리온,KOSPI
088980,맥쿼리인프라,KOSPI
095340,ISC,KOSDAQ GLOBAL
018880,한온시스템,KOSPI
403870,HPSP,KOSDAQ GLOBAL
002380,KCC,KOSPI
103590,일진전기,KOSPI
001040,CJ,KOSPI
310210,보로노이,KOSDAQ
022100,포스코DX,KOSPI
004170,신세계,KOSPI
222800,심텍,KOSDAQ GLOBAL
178320,서진시스템,KOSDAQ
214370,케어젠,KOSDAQ
450080,에코프로머티,KOSPI
175330,JB금융지주,KOSPI
088350,한화생명,KOSPI
108490,로보티즈,KOSDAQ
023530,롯데쇼핑,KOSPI
319400,현대무벡스,KOSDAQ
080220,제주반도체,KOSDAQ
010170,대한광통신,KOSDAQ
051900,LG생활건강,KOSPI
012510,더존비즈온,KOSPI
011780,금호석유화학,KOSPI
111770,영원무역,KOSPI
489790,한화비전,KOSPI
004800,효성,KOSPI
011170,롯데케미칼,KOSPI
014680,한솔케미칼,KOSPI
357780,솔브레인,KOSDAQ GLOBAL
005290,동진쎄미켐,KOSDAQ
005850,에스엘,KOSPI
067310,하나마이크론,KOSDAQ
251270,넷마블,KOSPI
036460,한국가스공사,KOSPI
319660,피에스케이,KOSDAQ GLOBAL
064760,티씨케이,KOSDAQ GLOBAL
302440,SK바이오사이언스,KOSPI
226950,올릭스,KOSDAQ
084370,유진테크,KOSDAQ
214150,클래시스,KOSDAQ GLOBAL
131970,두산테스나,KOSDAQ GLOBAL
035250,강원랜드,KOSPI
017800,현대엘리베이터,KOSPI
347850,디앤디파마텍,KOSDAQ
100790,미래에셋벤처투자,KOSDAQ
375500,DL이앤씨,KOSPI
145020,휴젤,KOSDAQ GLOBAL
214450,파마리서치,KOSDAQ GLOBAL
009420,한올바이오파마,KOSPI
028670,팬오션,KOSPI
097950,CJ제일제당,KOSPI
001450,현대해상,KOSPI
043260,성호전자,KOSDAQ
031210,서울보증보험,KOSPI
020150,롯데에너지머티리얼즈,KOSPI
001720,신영증권,KOSPI
457190,이수스페셜티케미컬,KOSPI
139130,iM금융지주,KOSPI
204320,HL만도,KOSPI
032820,우리기술,KOSDAQ
237690,에스티팜,KOSDAQ GLOBAL
031980,피에스케이홀딩스,KOSDAQ
058610,에스피지,KOSDAQ
263750,펄어비스,KOSDAQ GLOBAL
383220,F&F,KOSPI
098460,고영,KOSDAQ
071970,HD현대마린엔진,KOSPI
006360,GS건설,KOSPI
439260,대한조선,KOSPI
218410,RFHIC,KOSDAQ
007340,DN오토모티브,KOSPI
007810,코리아써키트,KOSPI
004990,롯데지주,KOSPI
082920,비츠로셀,KOSDAQ
483650,달바글로벌,KOSPI
012750,에스원,KOSPI
009970,영원무역홀딩스,KOSPI
000155,두산우,KOSPI
078600,대주전자재료,KOSDAQ
0009K0,에임드바이오,KOSDAQ
131290,티에스이,KOSDAQ
139480,이마트,KOSPI
095610,테스,KOSDAQ
229640,LS에코에너지,KOSPI
026960,동서,KOSPI
011210,현대위아,KOSPI
083650,비에이치아이,KOSDAQ
347700,스피어,KOSDAQ
103140,풍산,KOSPI
257720,실리콘투,KOSDAQ
030530,원익홀딩스,KOSDAQ
051600,한전KPS,KOSPI
003690,코리안리,KOSPI
001430,세아베스틸지주,KOSPI
00680K,미래에셋증권2우B,KOSPI
004370,농심,KOSPI
018670,SK가스,KOSPI
069960,현대백화점,KOSPI
120110,코오롱인더,KOSPI
000240,한국앤컴퍼니,KOSPI
007070,GS리테일,KOSPI
279570,케이뱅크,KOSPI
008930,한미사이언스,KOSPI
068760,셀트리온제약,KOSDAQ
140410,메지온,KOSDAQ
282330,BGF리테일,KOSPI
008770,호텔신라,KOSPI
005440,현대지에프홀딩스,KOSPI
322000,HD현대에너지솔루션,KOSPI
112610,씨에스윈드,KOSPI
323280,태성,KOSDAQ
030000,제일기획,KOSPI
035900,JYP Ent.,KOSDAQ GLOBAL
089030,테크윙,KOSDAQ
161890,한국콜마,KOSPI
097230,HJ중공업,KOSPI
085620,미래에셋생명,KOSPI
081660,미스토홀딩스,KOSPI
192820,코스맥스,KOSPI
000120,CJ대한통운,KOSPI
140860,파크시스템스,KOSDAQ GLOBAL
476830,알지노믹스,KOSDAQ
027360,아주IB투자,KOSDAQ
041510,에스엠,KOSDAQ GLOBAL
290650,엘앤씨바이오,KOSDAQ
077970,STX엔진,KOSPI
017960,한국카본,KOSPI
060370,LS마린솔루션,KOSDAQ
437730,삼현,KOSDAQ
031330,에스에이엠티,KOSDAQ
007390,네이처셀,KOSDAQ
023590,다우기술,KOSPI
005070,코스모신소재,KOSPI
001740,SK네트웍스,KOSPI
491000,리브스메드,KOSDAQ
002790,아모레퍼시픽홀딩스,KOSPI
036540,SFA반도체,KOSDAQ
298020,효성티앤씨,KOSPI
462870,시프트업,KOSPI
395400,SK리츠,KOSPI
420770,기가비스,KOSDAQ
195870,해성디에스,KOSPI
001120,LX인터내셔널,KOSPI
099320,쎄트렉아이,KOSDAQ
295310,에이치브이엠,KOSDAQ
006280,녹십자,KOSPI
101490,에스앤에스텍,KOSDAQ
189300,인텔리안테크,KOSDAQ
089970,브이엠,KOSDAQ
361610,SK아이이테크놀로지,KOSPI
096530,씨젠,KOSDAQ
003540,대신증권,KOSPI
445680,큐리옥스바이오시스템즈,KOSDAQ
417200,LS머트리얼즈,KOSDAQ
003570,SNT다이내믹스,KOSPI
006040,동원산업,KOSPI
475830,오름테라퓨틱,KOSDAQ
039200,오스코텍,KOSDAQ
166090,하나머티리얼즈,KOSDAQ GLOBAL
232140,와이씨,KOSDAQ
020560,아시아나항공,KOSPI
001800,오리온홀딩스,KOSPI
069620,대웅제약,KOSPI
439960,코스모로보틱스,KOSDAQ
009155,삼성전기우,KOSPI
032350,롯데관광개발,KOSPI
475150,SK이터닉스,KOSPI
032500,케이엠더블유,KOSDAQ
038500,삼표시멘트,KOSDAQ
003530,한화투자증권,KOSPI
030610,교보증권,KOSPI
281820,케이씨텍,KOSPI
294870,IPARK현대산업개발,KOSPI
192080,더블유게임즈,KOSPI
066575,LG전자우,KOSPI
490470,세미파이브,KOSDAQ
073240,금호타이어,KOSPI
090710,휴림로봇,KOSDAQ
093370,후성,KOSPI
006110,삼아알미늄,KOSPI
004000,롯데정밀화학,KOSPI
012630,HDC,KOSPI
001820,삼화콘덴서,KOSPI
090460,비에이치,KOSPI
007310,오뚜기,KOSPI
458870,씨어스,KOSDAQ
281740,레이크머티리얼즈,KOSDAQ
397030,에이프릴바이오,KOSDAQ
065350,신성델타테크,KOSDAQ
003380,하림지주,KOSDAQ GLOBAL
085660,차바이오텍,KOSDAQ
034230,파라다이스,KOSPI
195940,HK이노엔,KOSDAQ GLOBAL
328130,루닛,KOSDAQ
127120,제이에스링크,KOSDAQ
048410,현대바이오,KOSDAQ
356860,티엘비,KOSDAQ
051915,LG화학우,KOSPI
181710,NHN,KOSPI
000210,DL,KOSPI
204270,제이앤티씨,KOSDAQ
388210,씨엠티엑스,KOSDAQ
415640,KB발해인프라,KOSPI
161580,필옵틱스,KOSDAQ
126340,비나텍,KOSDAQ
082640,동양생명,KOSPI
100090,SK오션플랜트,KOSPI
056190,에스에프에이,KOSDAQ GLOBAL
000815,삼성화재우,KOSPI
137400,피엔티,KOSDAQ GLOBAL
003090,대웅,KOSPI
160190,하이젠알앤엠,KOSDAQ
124500,아이티센글로벌,KOSDAQ
213420,덕산네오룩스,KOSDAQ GLOBAL
000080,하이트진로,KOSPI
089860,롯데렌탈,KOSPI
330590,롯데리츠,KOSPI
003240,태광산업,KOSPI
003470,유안타증권,KOSPI
456040,OCI,KOSPI
388720,유일로보틱스,KOSDAQ
036830,솔브레인홀딩스,KOSDAQ GLOBAL
466100,클로봇,KOSDAQ
050890,쏠리드,KOSDAQ
300720,한일시멘트,KOSPI
006340,대원전선,KOSPI
185750,종근당,KOSPI
280360,롯데웰푸드,KOSPI
083450,GST,KOSDAQ
033100,제룡전기,KOSDAQ
115180,큐리언트,KOSDAQ
222080,씨아이에스,KOSDAQ GLOBAL
052020,에스티큐브,KOSDAQ
456160,지투지바이오,KOSDAQ
033240,자화전자,KOSPI
009450,경동나비엔,KOSPI
005300,롯데칠성,KOSPI
496320,본시스템즈,KONEX
074600,원익QnC,KOSDAQ GLOBAL
033790,피노,KOSDAQ
365550,ESR켄달스퀘어리츠,KOSPI
298050,HS효성첨단소재,KOSPI
000670,영풍,KOSPI
071055,한국금융지주우,KOSPI
248070,솔루엠,KOSPI
137310,에스디바이오센서,KOSPI
023160,태광,KOSDAQ
010780,아이에스동서,KOSPI
005690,파미셀,KOSPI
057050,현대홈쇼핑,KOSPI
00088K,한화3우B,KOSPI
108320,LX세미콘,KOSPI
075580,세진중공업,KOSPI
014620,성광벤드,KOSDAQ
451800,한화리츠,KOSPI
086450,동국제약,KOSDAQ GLOBAL
171090,선익시스템,KOSDAQ
376900,로킷헬스케어,KOSDAQ
183300,코미코,KOSDAQ GLOBAL
003160,디아이,KOSPI
094170,동운아나텍,KOSDAQ
100840,SNT에너지,KOSPI
192400,쿠쿠홀딩스,KOSPI
006120,SK디스커버리,KOSPI
476060,온코닉테라퓨틱스,KOSDAQ
293490,카카오게임즈,KOSDAQ GLOBAL
079900,전진건설로봇,KOSPI
056080,유진로봇,KOSDAQ
001510,SK증권,KOSPI
358570,지아이이노베이션,KOSDAQ
035760,CJ ENM,KOSDAQ GLOBAL
121600,나노신소재,KOSDAQ
006650,대한유화,KOSPI
036530,SNT홀딩스,KOSPI
365340,성일하이텍,KOSDAQ
002020,코오롱,KOSPI
122870,와이지엔터테인먼트,KOSDAQ
046890,서울반도체,KOSDAQ GLOBAL
252990,샘씨엔에스,KOSDAQ
499790,GS피앤엘,KOSPI
064960,SNT모티브,KOSPI
030190,NICE평가정보,KOSPI
025540,한국단자,KOSPI
053610,프로텍,KOSDAQ
052400,코나아이,KOSDAQ
033640,네패스,KOSDAQ
037460,삼지전자,KOSDAQ
090360,로보스타,KOSDAQ
032190,다우데이타,KOSDAQ
044490,태웅,KOSDAQ
071320,지역난방공사,KOSPI
348370,엔켐,KOSDAQ
477850,마키나락스,KOSDAQ
327260,RF머트리얼즈,KOSDAQ
033160,엠케이전자,KOSDAQ
178920,PI첨단소재,KOSPI
253450,스튜디오드래곤,KOSDAQ GLOBAL
000370,한화손해보험,KOSPI
174900,앱클론,KOSDAQ
005880,대한해운,KOSPI
003850,보령,KOSPI
214320,이노션,KOSPI
241710,코스메카코리아,KOSDAQ
285130,SK케미칼,KOSPI
004490,세방전지,KOSPI
077360,덕산하이메탈,KOSDAQ
348340,뉴로메카,KOSDAQ
336570,원텍,KOSDAQ
036810,에프에스티,KOSDAQ
336370,솔루스첨단소재,KOSPI
484870,엠앤씨솔루션,KOSPI
079160,CJ CGV,KOSPI
348210,넥스틴,KOSDAQ GLOBAL
082270,젬백스,KOSDAQ
017900,광전자,KOSPI
425420,티에프이,KOSDAQ
060250,NHN KCP,KOSDAQ
009520,포스코엠텍,KOSDAQ GLOBAL
059090,미코,KOSDAQ
399720,가온칩스,KOSDAQ
005090,SGC에너지,KOSPI
009240,한샘,KOSPI
253590,네오셈,KOSDAQ
225570,넥슨게임즈,KOSDAQ
003030,세아제강지주,KOSPI
006730,서부T&D,KOSDAQ
317450,명인제약,KOSPI
102940,코오롱생명과학,KOSDAQ
003620,KG모빌리티,KOSPI
383800,LX홀딩스,KOSPI
086900,메디톡스,KOSDAQ
000400,롯데손해보험,KOSPI
389470,인벤티지랩,KOSDAQ
102710,이엔에프테크놀로지,KOSDAQ
356680,엑스게이트,KOSDAQ
069260,TKG휴켐스,KOSPI
161000,애경케미칼,KOSPI
069540,빛과전자,KOSDAQ
249420,일동제약,KOSPI
272290,이녹스첨단소재,KOSDAQ GLOBAL
007700,F&F홀딩스,KOSPI
053800,안랩,KOSDAQ
089010,켐트로닉스,KOSDAQ
114090,GKL,KOSPI
008060,대덕,KOSPI
368770,파이버프로,KOSDAQ
001060,JW중외제약,KOSPI
033500,동성화인텍,KOSDAQ
093050,LF,KOSPI
089890,코세스,KOSDAQ
112040,위메이드,KOSDAQ
002960,한국쉘석유,KOSPI
001680,대상,KOSPI
005250,녹십자홀딩스,KOSPI
448900,한국피아이엠,KOSDAQ
383310,에코프로에이치엔,KOSDAQ
014820,동원시스템즈,KOSPI
005180,빙그레,KOSPI
001270,부국증권,KOSPI
293940,신한알파리츠,KOSPI
019210,와이지-원,KOSDAQ
058650,세아홀딩스,KOSPI
016380,KG스틸,KOSPI
122640,예스티,KOSDAQ
452280,한선엔지니어링,KOSDAQ
001500,현대차증권,KOSPI
00104K,CJ4우(전환),KOSPI
217590,티엠씨,KOSPI
0011T0,채비,KOSDAQ
002350,넥센타이어,KOSPI
015750,성우하이텍,KOSDAQ
460930,현대힘스,KOSDAQ
199800,툴젠,KOSDAQ
078350,한양디지텍,KOSDAQ
376300,디어유,KOSDAQ
001570,금양,KOSPI
200710,에이디테크놀로지,KOSDAQ
214430,아이쓰리시스템,KOSDAQ
486990,노타,KOSDAQ
278280,천보,KOSDAQ
475960,토모큐브,KOSDAQ
017940,E1,KOSPI
006380,카프로,KOSPI
354320,알멕,KOSDAQ
452260,한화갤러리아,KOSPI
005389,현대차3우B,KOSPI
041830,인바디,KOSDAQ
104830,원익머트리얼즈,KOSDAQ
005810,풍산홀딩스,KOSPI
125490,한라캐스트,KOSDAQ
000640,동아쏘시오홀딩스,KOSPI
024850,HLB이노베이션,KOSDAQ
460860,동국제강,KOSPI
092190,서울바이오시스,KOSDAQ
011930,신성이엔지,KOSPI
005420,코스모화학,KOSPI
067160,SOOP,KOSDAQ GLOBAL
039130,하나투어,KOSPI
045100,한양이엔지,KOSDAQ
389500,에스비비테크,KOSDAQ
493280,아이엠바이오로직스,KOSDAQ
453340,현대그린푸드,KOSPI
003280,흥아해운,KOSPI
002240,고려제강,KOSPI
332570,PS일렉트로닉스,KOSDAQ
019170,신풍제약,KOSPI
002840,미원상사,KOSPI
041960,코미팜,KOSDAQ
425040,티이엠씨,KOSDAQ
001530,DI동일,KOSPI
290550,디케이티,KOSDAQ
009900,명신산업,KOSPI
093320,케이아이엔엑스,KOSDAQ
099190,아이센스,KOSDAQ
101930,인화정공,KOSDAQ
372320,큐로셀,KOSDAQ
060280,큐렉소,KOSDAQ
271940,일진하이솔루스,KOSPI
393890,더블유씨피,KOSDAQ GLOBAL
094800,맵스리얼티,KOSPI
064290,인텍플러스,KOSDAQ
006910,보성파워텍,KOSDAQ
010820,퍼스텍,KOSPI
003545,대신증권우,KOSPI
008730,율촌화학,KOSPI
330860,네패스아크,KOSDAQ
041190,우리기술투자,KOSDAQ
009410,태영건설,KOSPI
039440,에스티아이,KOSDAQ
078160,메디포스트,KOSDAQ
377740,바이오노트,KOSPI
018290,브이티,KOSDAQ
042000,카페24,KOSDAQ
025980,아난티,KOSDAQ
468530,프로티나,KOSDAQ
003000,부광약품,KOSPI
003300,한일홀딩스,KOSPI
268280,미원에스씨,KOSPI
138080,오이솔루션,KOSDAQ
284740,쿠쿠홈시스,KOSPI
015860,일진홀딩스,KOSPI
110990,디아이티,KOSDAQ
168360,펨트론,KOSDAQ
016610,DB증권,KOSPI
340570,티앤엘,KOSDAQ
064260,다날,KOSDAQ
001200,유진투자증권,KOSPI
025320,시노펙스,KOSDAQ
000157,두산2우B,KOSPI
130660,한전산업,KOSPI
030520,한글과컴퓨터,KOSDAQ GLOBAL
006405,삼성SDI우,KOSPI
020000,한섬,KOSPI
211050,인카금융서비스,KOSDAQ
230360,에코마케팅,KOSDAQ
025900,동화기업,KOSDAQ GLOBAL
004710,한솔테크닉스,KOSPI
014830,유니드,KOSPI
170920,엘티씨,KOSDAQ
031430,신세계인터내셔날,KOSPI
482630,삼양엔씨켐,KOSDAQ
448730,삼성FN리츠,KOSPI
0120G0,삼양바이오팜,KOSPI
254490,미래반도체,KOSDAQ
005945,NH투자증권우,KOSPI
114810,한솔아이원스,KOSDAQ
287840,인투셀,KOSDAQ
381970,케이카,KOSPI
080580,오킨스전자,KOSDAQ
394280,오픈엣지테크놀로지,KOSDAQ
013030,하이록코리아,KOSDAQ
012030,DB,KOSPI
107640,한중엔시에스,KOSDAQ
274090,켄코아에어로스페이스,KOSDAQ
034310,NICE,KOSPI
144960,뉴파워프라즈마,KOSDAQ
034950,한국기업평가,KOSDAQ
251970,펌텍코리아,KOSDAQ
101160,월덱스,KOSDAQ
950210,프레스티지바이오파마,KOSPI
203650,드림시큐리티,KOSDAQ
036620,감성코퍼레이션,KOSDAQ
179900,유티아이,KOSDAQ
035890,서희건설,KOSDAQ
488900,비츠로넥스텍,KOSDAQ
092790,넥스틸,KOSPI
092870,엑시콘,KOSDAQ
317330,덕산테코피아,KOSDAQ
084110,휴온스글로벌,KOSDAQ
119850,지엔씨에너지,KOSDAQ
000070,삼양홀딩스,KOSPI
002030,아세아,KOSPI
004690,삼천리,KOSPI
145990,삼양사,KOSPI
424870,이뮨온시아,KOSDAQ
105840,우진,KOSPI
306200,세아제강,KOSPI
403550,쏘카,KOSPI
002710,TCC스틸,KOSPI
027410,BGF,KOSPI
215600,신라젠,KOSDAQ
145720,덴티움,KOSPI
047920,HLB제약,KOSDAQ
005950,이수화학,KOSPI
046970,우리로,KOSDAQ
072710,농심홀딩스,KOSPI
441270,파인엠텍,KOSDAQ
078130,국일제지,KOSDAQ
230240,에치에프알,KOSDAQ
095660,네오위즈,KOSDAQ
015360,INVENI,KOSPI
357120,코람코라이프인프라리츠,KOSPI
010690,화신,KOSPI
456010,아이씨티케이,KOSDAQ
079370,제우스,KOSDAQ
067630,HLB생명과학,KOSDAQ
117730,티로보틱스,KOSDAQ
376270,HEM파마,KOSDAQ
052710,아모텍,KOSDAQ
079940,가비아,KOSDAQ
004700,조광피혁,KOSPI
455900,엔젤로보틱스,KOSDAQ
215200,메가스터디교육,KOSDAQ GLOBAL
187660,페니트리움바이오,KOSDAQ
016590,신대양제지,KOSPI
452430,사피엔반도체,KOSDAQ
344820,KCC글라스,KOSPI
042520,한스바이오메드,KOSDAQ
417840,저스템,KOSDAQ
006220,제주은행,KOSPI
090435,아모레퍼시픽우,KOSPI
265520,AP시스템,KOSDAQ
234340,헥토파이낸셜,KOSDAQ
060980,HL홀딩스,KOSPI
098070,한텍,KOSDAQ
029530,신도리코,KOSPI
089590,제주항공,KOSPI
085910,네오티스,KOSDAQ
097520,엠씨넥스,KOSPI
417310,코람코더원리츠,KOSPI
017810,풀무원,KOSPI
484590,삼양컴텍,KOSDAQ
064820,케이프,KOSDAQ
304360,에스바이오메딕스,KOSDAQ
126720,수산인더스트리,KOSPI
170900,동아에스티,KOSPI
086390,유니테스트,KOSDAQ
206650,유바이오로직스,KOSDAQ
200470,에이팩트,KOSDAQ
058430,포스코스틸리온,KOSPI
219130,타이거일렉,KOSDAQ
029460,케이씨,KOSPI
061970,LB세미콘,KOSDAQ
078020,LS증권,KOSDAQ
002810,삼영무역,KOSPI
078150,HB테크놀러지,KOSDAQ
042370,비츠로테크,KOSDAQ
389650,넥스트바이오메디컬,KOSDAQ
243070,휴온스,KOSDAQ
025860,남해화학,KOSPI
065680,우주일렉트로,KOSDAQ
089980,상아프론테크,KOSDAQ
241770,메카로,KOSDAQ
0082N0,카나프테라퓨틱스,KOSDAQ
200880,서연이화,KOSPI
378340,필에너지,KOSDAQ
094360,칩스앤미디어,KOSDAQ
011760,현대코퍼레이션,KOSPI
160980,싸이맥스,KOSDAQ
220100,퓨쳐켐,KOSDAQ
005610,삼립,KOSPI
091810,트리니티항공,KOSPI
099430,바이오플러스,KOSDAQ
049070,인탑스,KOSDAQ
101730,위메이드맥스,KOSDAQ
241520,DSC인베스트먼트,KOSDAQ
092460,한라IMS,KOSDAQ
105630,한세실업,KOSPI
183190,아세아시멘트,KOSPI
355150,코스텍시스,KOSDAQ
192650,드림텍,KOSPI
009160,SIMPAC,KOSPI
478340,나라스페이스테크놀로지,KOSDAQ
073490,LIG아큐버,KOSDAQ
091700,파트론,KOSDAQ GLOBAL
